Fecha,Capacidad acumulada [MW],FUENTE DE ENERGIA
15/09/1929,3.8,PLANTA HIDRÁULICA
16/09/1929,3.8,PLANTA HIDRÁULICA
17/09/1929,3.8,PLANTA HIDRÁULICA
18/09/1929,3.8,PLANTA HIDRÁULICA
19/09/1929,3.8,PLANTA HIDRÁULICA
20/09/1929,3.8,PLANTA HIDRÁULICA
21/09/1929,3.8,PLANTA HIDRÁULICA
22/09/1929,3.8,PLANTA HIDRÁULICA
23/09/1929,3.8,PLANTA HIDRÁULICA
24/09/1929,3.8,PLANTA HIDRÁULICA
25/09/1929,3.8,PLANTA HIDRÁULICA
26/09/1929,3.8,PLANTA HIDRÁULICA
27/09/1929,3.8,PLANTA HIDRÁULICA
28/09/1929,3.8,PLANTA HIDRÁULICA
29/09/1929,3.8,PLANTA HIDRÁULICA
30/09/1929,3.8,PLANTA HIDRÁULICA
1/10/1929,3.8,PLANTA HIDRÁULICA
2/10/1929,3.8,PLANTA HIDRÁULICA
3/10/1929,3.8,PLANTA HIDRÁULICA
4/10/1929,3.8,PLANTA HIDRÁULICA
5/10/1929,3.8,PLANTA HIDRÁULICA
6/10/1929,3.8,PLANTA HIDRÁULICA
7/10/1929,3.8,PLANTA HIDRÁULICA
8/10/1929,3.8,PLANTA HIDRÁULICA
9/10/1929,3.8,PLANTA HIDRÁULICA
10/10/1929,3.8,PLANTA HIDRÁULICA
11/10/1929,3.8,PLANTA HIDRÁULICA
12/10/1929,3.8,PLANTA HIDRÁULICA
13/10/1929,3.8,PLANTA HIDRÁULICA
14/10/1929,3.8,PLANTA HIDRÁULICA
15/10/1929,3.8,PLANTA HIDRÁULICA
16/10/1929,3.8,PLANTA HIDRÁULICA
17/10/1929,3.8,PLANTA HIDRÁULICA
18/10/1929,3.8,PLANTA HIDRÁULICA
19/10/1929,3.8,PLANTA HIDRÁULICA
20/10/1929,3.8,PLANTA HIDRÁULICA
21/10/1929,3.8,PLANTA HIDRÁULICA
22/10/1929,3.8,PLANTA HIDRÁULICA
23/10/1929,3.8,PLANTA HIDRÁULICA
24/10/1929,3.8,PLANTA HIDRÁULICA
25/10/1929,3.8,PLANTA HIDRÁULICA
26/10/1929,3.8,PLANTA HIDRÁULICA
27/10/1929,3.8,PLANTA HIDRÁULICA
28/10/1929,3.8,PLANTA HIDRÁULICA
29/10/1929,3.8,PLANTA HIDRÁULICA
30/10/1929,3.8,PLANTA HIDRÁULICA
31/10/1929,3.8,PLANTA HIDRÁULICA
1/11/1929,3.8,PLANTA HIDRÁULICA
2/11/1929,3.8,PLANTA HIDRÁULICA
3/11/1929,3.8,PLANTA HIDRÁULICA
4/11/1929,3.8,PLANTA HIDRÁULICA
5/11/1929,3.8,PLANTA HIDRÁULICA
6/11/1929,3.8,PLANTA HIDRÁULICA
7/11/1929,3.8,PLANTA HIDRÁULICA
8/11/1929,3.8,PLANTA HIDRÁULICA
9/11/1929,3.8,PLANTA HIDRÁULICA
10/11/1929,3.8,PLANTA HIDRÁULICA
11/11/1929,3.8,PLANTA HIDRÁULICA
12/11/1929,3.8,PLANTA HIDRÁULICA
13/11/1929,3.8,PLANTA HIDRÁULICA
14/11/1929,3.8,PLANTA HIDRÁULICA
15/11/1929,3.8,PLANTA HIDRÁULICA
16/11/1929,3.8,PLANTA HIDRÁULICA
17/11/1929,3.8,PLANTA HIDRÁULICA
18/11/1929,3.8,PLANTA HIDRÁULICA
19/11/1929,3.8,PLANTA HIDRÁULICA
20/11/1929,3.8,PLANTA HIDRÁULICA
21/11/1929,3.8,PLANTA HIDRÁULICA
22/11/1929,3.8,PLANTA HIDRÁULICA
23/11/1929,3.8,PLANTA HIDRÁULICA
24/11/1929,3.8,PLANTA HIDRÁULICA
25/11/1929,3.8,PLANTA HIDRÁULICA
26/11/1929,3.8,PLANTA HIDRÁULICA
27/11/1929,3.8,PLANTA HIDRÁULICA
28/11/1929,3.8,PLANTA HIDRÁULICA
29/11/1929,3.8,PLANTA HIDRÁULICA
30/11/1929,3.8,PLANTA HIDRÁULICA
1/12/1929,3.8,PLANTA HIDRÁULICA
2/12/1929,3.8,PLANTA HIDRÁULICA
3/12/1929,3.8,PLANTA HIDRÁULICA
4/12/1929,3.8,PLANTA HIDRÁULICA
5/12/1929,3.8,PLANTA HIDRÁULICA
6/12/1929,3.8,PLANTA HIDRÁULICA
7/12/1929,3.8,PLANTA HIDRÁULICA
8/12/1929,3.8,PLANTA HIDRÁULICA
9/12/1929,3.8,PLANTA HIDRÁULICA
10/12/1929,3.8,PLANTA HIDRÁULICA
11/12/1929,3.8,PLANTA HIDRÁULICA
12/12/1929,3.8,PLANTA HIDRÁULICA
13/12/1929,3.8,PLANTA HIDRÁULICA
14/12/1929,3.8,PLANTA HIDRÁULICA
15/12/1929,3.8,PLANTA HIDRÁULICA
16/12/1929,3.8,PLANTA HIDRÁULICA
17/12/1929,3.8,PLANTA HIDRÁULICA
18/12/1929,3.8,PLANTA HIDRÁULICA
19/12/1929,3.8,PLANTA HIDRÁULICA
20/12/1929,3.8,PLANTA HIDRÁULICA
21/12/1929,3.8,PLANTA HIDRÁULICA
22/12/1929,3.8,PLANTA HIDRÁULICA
23/12/1929,3.8,PLANTA HIDRÁULICA
24/12/1929,3.8,PLANTA HIDRÁULICA
25/12/1929,3.8,PLANTA HIDRÁULICA
26/12/1929,3.8,PLANTA HIDRÁULICA
27/12/1929,3.8,PLANTA HIDRÁULICA
28/12/1929,3.8,PLANTA HIDRÁULICA
29/12/1929,3.8,PLANTA HIDRÁULICA
30/12/1929,3.8,PLANTA HIDRÁULICA
31/12/1929,3.8,PLANTA HIDRÁULICA
1/01/1930,5.28,PLANTA HIDRÁULICA
2/01/1930,5.28,PLANTA HIDRÁULICA
3/01/1930,5.28,PLANTA HIDRÁULICA
4/01/1930,5.28,PLANTA HIDRÁULICA
5/01/1930,5.28,PLANTA HIDRÁULICA
6/01/1930,5.28,PLANTA HIDRÁULICA
7/01/1930,5.28,PLANTA HIDRÁULICA
8/01/1930,5.28,PLANTA HIDRÁULICA
9/01/1930,5.28,PLANTA HIDRÁULICA
10/01/1930,5.28,PLANTA HIDRÁULICA
11/01/1930,5.28,PLANTA HIDRÁULICA
12/01/1930,5.28,PLANTA HIDRÁULICA
13/01/1930,5.28,PLANTA HIDRÁULICA
14/01/1930,5.28,PLANTA HIDRÁULICA
15/01/1930,5.28,PLANTA HIDRÁULICA
16/01/1930,5.28,PLANTA HIDRÁULICA
17/01/1930,5.28,PLANTA HIDRÁULICA
18/01/1930,5.28,PLANTA HIDRÁULICA
19/01/1930,5.28,PLANTA HIDRÁULICA
20/01/1930,5.28,PLANTA HIDRÁULICA
21/01/1930,5.28,PLANTA HIDRÁULICA
22/01/1930,5.28,PLANTA HIDRÁULICA
23/01/1930,5.28,PLANTA HIDRÁULICA
24/01/1930,5.28,PLANTA HIDRÁULICA
25/01/1930,5.28,PLANTA HIDRÁULICA
26/01/1930,5.28,PLANTA HIDRÁULICA
27/01/1930,5.28,PLANTA HIDRÁULICA
28/01/1930,5.28,PLANTA HIDRÁULICA
29/01/1930,5.28,PLANTA HIDRÁULICA
30/01/1930,5.28,PLANTA HIDRÁULICA
31/01/1930,5.28,PLANTA HIDRÁULICA
1/02/1930,5.28,PLANTA HIDRÁULICA
2/02/1930,5.28,PLANTA HIDRÁULICA
3/02/1930,5.28,PLANTA HIDRÁULICA
4/02/1930,5.28,PLANTA HIDRÁULICA
5/02/1930,5.28,PLANTA HIDRÁULICA
6/02/1930,5.28,PLANTA HIDRÁULICA
7/02/1930,5.28,PLANTA HIDRÁULICA
8/02/1930,5.28,PLANTA HIDRÁULICA
9/02/1930,5.28,PLANTA HIDRÁULICA
10/02/1930,5.28,PLANTA HIDRÁULICA
11/02/1930,5.28,PLANTA HIDRÁULICA
12/02/1930,5.28,PLANTA HIDRÁULICA
13/02/1930,5.28,PLANTA HIDRÁULICA
14/02/1930,5.28,PLANTA HIDRÁULICA
15/02/1930,5.28,PLANTA HIDRÁULICA
16/02/1930,5.28,PLANTA HIDRÁULICA
17/02/1930,5.28,PLANTA HIDRÁULICA
18/02/1930,5.28,PLANTA HIDRÁULICA
19/02/1930,5.28,PLANTA HIDRÁULICA
20/02/1930,5.28,PLANTA HIDRÁULICA
21/02/1930,5.28,PLANTA HIDRÁULICA
22/02/1930,5.28,PLANTA HIDRÁULICA
23/02/1930,5.28,PLANTA HIDRÁULICA
24/02/1930,5.28,PLANTA HIDRÁULICA
25/02/1930,5.28,PLANTA HIDRÁULICA
26/02/1930,5.28,PLANTA HIDRÁULICA
27/02/1930,5.28,PLANTA HIDRÁULICA
28/02/1930,5.28,PLANTA HIDRÁULICA
1/03/1930,5.28,PLANTA HIDRÁULICA
2/03/1930,5.28,PLANTA HIDRÁULICA
3/03/1930,5.28,PLANTA HIDRÁULICA
4/03/1930,5.28,PLANTA HIDRÁULICA
5/03/1930,5.28,PLANTA HIDRÁULICA
6/03/1930,5.28,PLANTA HIDRÁULICA
7/03/1930,5.28,PLANTA HIDRÁULICA
8/03/1930,5.28,PLANTA HIDRÁULICA
9/03/1930,5.28,PLANTA HIDRÁULICA
10/03/1930,5.28,PLANTA HIDRÁULICA
11/03/1930,5.28,PLANTA HIDRÁULICA
12/03/1930,5.28,PLANTA HIDRÁULICA
13/03/1930,5.28,PLANTA HIDRÁULICA
14/03/1930,5.28,PLANTA HIDRÁULICA
15/03/1930,5.28,PLANTA HIDRÁULICA
16/03/1930,5.28,PLANTA HIDRÁULICA
17/03/1930,5.28,PLANTA HIDRÁULICA
18/03/1930,5.28,PLANTA HIDRÁULICA
19/03/1930,5.28,PLANTA HIDRÁULICA
20/03/1930,5.28,PLANTA HIDRÁULICA
21/03/1930,5.28,PLANTA HIDRÁULICA
22/03/1930,5.28,PLANTA HIDRÁULICA
23/03/1930,5.28,PLANTA HIDRÁULICA
24/03/1930,5.28,PLANTA HIDRÁULICA
25/03/1930,5.28,PLANTA HIDRÁULICA
26/03/1930,5.28,PLANTA HIDRÁULICA
27/03/1930,5.28,PLANTA HIDRÁULICA
28/03/1930,5.28,PLANTA HIDRÁULICA
29/03/1930,5.28,PLANTA HIDRÁULICA
30/03/1930,5.28,PLANTA HIDRÁULICA
31/03/1930,5.28,PLANTA HIDRÁULICA
1/04/1930,5.28,PLANTA HIDRÁULICA
2/04/1930,5.28,PLANTA HIDRÁULICA
3/04/1930,5.28,PLANTA HIDRÁULICA
4/04/1930,5.28,PLANTA HIDRÁULICA
5/04/1930,5.28,PLANTA HIDRÁULICA
6/04/1930,5.28,PLANTA HIDRÁULICA
7/04/1930,5.28,PLANTA HIDRÁULICA
8/04/1930,5.28,PLANTA HIDRÁULICA
9/04/1930,5.28,PLANTA HIDRÁULICA
10/04/1930,5.28,PLANTA HIDRÁULICA
11/04/1930,5.28,PLANTA HIDRÁULICA
12/04/1930,5.28,PLANTA HIDRÁULICA
13/04/1930,5.28,PLANTA HIDRÁULICA
14/04/1930,5.28,PLANTA HIDRÁULICA
15/04/1930,5.28,PLANTA HIDRÁULICA
16/04/1930,5.28,PLANTA HIDRÁULICA
17/04/1930,5.28,PLANTA HIDRÁULICA
18/04/1930,5.28,PLANTA HIDRÁULICA
19/04/1930,5.28,PLANTA HIDRÁULICA
20/04/1930,5.28,PLANTA HIDRÁULICA
21/04/1930,5.28,PLANTA HIDRÁULICA
22/04/1930,5.28,PLANTA HIDRÁULICA
23/04/1930,5.28,PLANTA HIDRÁULICA
24/04/1930,5.28,PLANTA HIDRÁULICA
25/04/1930,5.28,PLANTA HIDRÁULICA
26/04/1930,5.28,PLANTA HIDRÁULICA
27/04/1930,5.28,PLANTA HIDRÁULICA
28/04/1930,5.28,PLANTA HIDRÁULICA
29/04/1930,5.28,PLANTA HIDRÁULICA
30/04/1930,5.28,PLANTA HIDRÁULICA
1/05/1930,5.28,PLANTA HIDRÁULICA
2/05/1930,5.28,PLANTA HIDRÁULICA
3/05/1930,5.28,PLANTA HIDRÁULICA
4/05/1930,5.28,PLANTA HIDRÁULICA
5/05/1930,5.28,PLANTA HIDRÁULICA
6/05/1930,5.28,PLANTA HIDRÁULICA
7/05/1930,5.28,PLANTA HIDRÁULICA
8/05/1930,5.28,PLANTA HIDRÁULICA
9/05/1930,5.28,PLANTA HIDRÁULICA
10/05/1930,5.28,PLANTA HIDRÁULICA
11/05/1930,5.28,PLANTA HIDRÁULICA
12/05/1930,5.28,PLANTA HIDRÁULICA
13/05/1930,5.28,PLANTA HIDRÁULICA
14/05/1930,5.28,PLANTA HIDRÁULICA
15/05/1930,5.28,PLANTA HIDRÁULICA
16/05/1930,5.28,PLANTA HIDRÁULICA
17/05/1930,5.28,PLANTA HIDRÁULICA
18/05/1930,5.28,PLANTA HIDRÁULICA
19/05/1930,5.28,PLANTA HIDRÁULICA
20/05/1930,5.28,PLANTA HIDRÁULICA
21/05/1930,5.28,PLANTA HIDRÁULICA
22/05/1930,5.28,PLANTA HIDRÁULICA
23/05/1930,5.28,PLANTA HIDRÁULICA
24/05/1930,5.28,PLANTA HIDRÁULICA
25/05/1930,5.28,PLANTA HIDRÁULICA
26/05/1930,5.28,PLANTA HIDRÁULICA
27/05/1930,5.28,PLANTA HIDRÁULICA
28/05/1930,5.28,PLANTA HIDRÁULICA
29/05/1930,5.28,PLANTA HIDRÁULICA
30/05/1930,5.28,PLANTA HIDRÁULICA
31/05/1930,5.28,PLANTA HIDRÁULICA
1/06/1930,5.28,PLANTA HIDRÁULICA
2/06/1930,5.28,PLANTA HIDRÁULICA
3/06/1930,5.28,PLANTA HIDRÁULICA
4/06/1930,5.28,PLANTA HIDRÁULICA
5/06/1930,5.28,PLANTA HIDRÁULICA
6/06/1930,5.28,PLANTA HIDRÁULICA
7/06/1930,5.28,PLANTA HIDRÁULICA
8/06/1930,5.28,PLANTA HIDRÁULICA
9/06/1930,5.28,PLANTA HIDRÁULICA
10/06/1930,5.28,PLANTA HIDRÁULICA
11/06/1930,5.28,PLANTA HIDRÁULICA
12/06/1930,5.28,PLANTA HIDRÁULICA
13/06/1930,5.28,PLANTA HIDRÁULICA
14/06/1930,5.28,PLANTA HIDRÁULICA
15/06/1930,5.28,PLANTA HIDRÁULICA
16/06/1930,5.28,PLANTA HIDRÁULICA
17/06/1930,5.28,PLANTA HIDRÁULICA
18/06/1930,5.28,PLANTA HIDRÁULICA
19/06/1930,5.28,PLANTA HIDRÁULICA
20/06/1930,5.28,PLANTA HIDRÁULICA
21/06/1930,5.28,PLANTA HIDRÁULICA
22/06/1930,5.28,PLANTA HIDRÁULICA
23/06/1930,5.28,PLANTA HIDRÁULICA
24/06/1930,5.28,PLANTA HIDRÁULICA
25/06/1930,5.28,PLANTA HIDRÁULICA
26/06/1930,5.28,PLANTA HIDRÁULICA
27/06/1930,5.28,PLANTA HIDRÁULICA
28/06/1930,5.28,PLANTA HIDRÁULICA
29/06/1930,5.28,PLANTA HIDRÁULICA
30/06/1930,5.28,PLANTA HIDRÁULICA
1/07/1930,5.28,PLANTA HIDRÁULICA
2/07/1930,5.28,PLANTA HIDRÁULICA
3/07/1930,5.28,PLANTA HIDRÁULICA
4/07/1930,5.28,PLANTA HIDRÁULICA
5/07/1930,5.28,PLANTA HIDRÁULICA
6/07/1930,5.28,PLANTA HIDRÁULICA
7/07/1930,5.28,PLANTA HIDRÁULICA
8/07/1930,5.28,PLANTA HIDRÁULICA
9/07/1930,5.28,PLANTA HIDRÁULICA
10/07/1930,5.28,PLANTA HIDRÁULICA
11/07/1930,5.28,PLANTA HIDRÁULICA
12/07/1930,5.28,PLANTA HIDRÁULICA
13/07/1930,5.28,PLANTA HIDRÁULICA
14/07/1930,5.28,PLANTA HIDRÁULICA
15/07/1930,5.28,PLANTA HIDRÁULICA
16/07/1930,5.28,PLANTA HIDRÁULICA
17/07/1930,5.28,PLANTA HIDRÁULICA
18/07/1930,5.28,PLANTA HIDRÁULICA
19/07/1930,5.28,PLANTA HIDRÁULICA
20/07/1930,5.28,PLANTA HIDRÁULICA
21/07/1930,5.28,PLANTA HIDRÁULICA
22/07/1930,5.28,PLANTA HIDRÁULICA
23/07/1930,5.28,PLANTA HIDRÁULICA
24/07/1930,5.28,PLANTA HIDRÁULICA
25/07/1930,5.28,PLANTA HIDRÁULICA
26/07/1930,5.28,PLANTA HIDRÁULICA
27/07/1930,5.28,PLANTA HIDRÁULICA
28/07/1930,5.28,PLANTA HIDRÁULICA
29/07/1930,5.28,PLANTA HIDRÁULICA
30/07/1930,5.28,PLANTA HIDRÁULICA
31/07/1930,5.28,PLANTA HIDRÁULICA
1/08/1930,5.28,PLANTA HIDRÁULICA
2/08/1930,5.28,PLANTA HIDRÁULICA
3/08/1930,5.28,PLANTA HIDRÁULICA
4/08/1930,5.28,PLANTA HIDRÁULICA
5/08/1930,5.28,PLANTA HIDRÁULICA
6/08/1930,5.28,PLANTA HIDRÁULICA
7/08/1930,5.28,PLANTA HIDRÁULICA
8/08/1930,5.28,PLANTA HIDRÁULICA
9/08/1930,5.28,PLANTA HIDRÁULICA
10/08/1930,5.28,PLANTA HIDRÁULICA
11/08/1930,5.28,PLANTA HIDRÁULICA
12/08/1930,5.28,PLANTA HIDRÁULICA
13/08/1930,5.28,PLANTA HIDRÁULICA
14/08/1930,5.28,PLANTA HIDRÁULICA
15/08/1930,5.28,PLANTA HIDRÁULICA
16/08/1930,5.28,PLANTA HIDRÁULICA
17/08/1930,5.28,PLANTA HIDRÁULICA
18/08/1930,5.28,PLANTA HIDRÁULICA
19/08/1930,5.28,PLANTA HIDRÁULICA
20/08/1930,5.28,PLANTA HIDRÁULICA
21/08/1930,5.28,PLANTA HIDRÁULICA
22/08/1930,5.28,PLANTA HIDRÁULICA
23/08/1930,5.28,PLANTA HIDRÁULICA
24/08/1930,5.28,PLANTA HIDRÁULICA
25/08/1930,5.28,PLANTA HIDRÁULICA
26/08/1930,5.28,PLANTA HIDRÁULICA
27/08/1930,5.28,PLANTA HIDRÁULICA
28/08/1930,5.28,PLANTA HIDRÁULICA
29/08/1930,5.28,PLANTA HIDRÁULICA
30/08/1930,5.28,PLANTA HIDRÁULICA
31/08/1930,5.28,PLANTA HIDRÁULICA
1/09/1930,5.28,PLANTA HIDRÁULICA
2/09/1930,5.28,PLANTA HIDRÁULICA
3/09/1930,5.28,PLANTA HIDRÁULICA
4/09/1930,5.28,PLANTA HIDRÁULICA
5/09/1930,5.28,PLANTA HIDRÁULICA
6/09/1930,5.28,PLANTA HIDRÁULICA
7/09/1930,5.28,PLANTA HIDRÁULICA
8/09/1930,5.28,PLANTA HIDRÁULICA
9/09/1930,5.28,PLANTA HIDRÁULICA
10/09/1930,5.28,PLANTA HIDRÁULICA
11/09/1930,5.28,PLANTA HIDRÁULICA
12/09/1930,5.28,PLANTA HIDRÁULICA
13/09/1930,5.28,PLANTA HIDRÁULICA
14/09/1930,5.28,PLANTA HIDRÁULICA
15/09/1930,5.28,PLANTA HIDRÁULICA
16/09/1930,5.28,PLANTA HIDRÁULICA
17/09/1930,5.28,PLANTA HIDRÁULICA
18/09/1930,5.28,PLANTA HIDRÁULICA
19/09/1930,5.28,PLANTA HIDRÁULICA
20/09/1930,5.28,PLANTA HIDRÁULICA
21/09/1930,5.28,PLANTA HIDRÁULICA
22/09/1930,5.28,PLANTA HIDRÁULICA
23/09/1930,5.28,PLANTA HIDRÁULICA
24/09/1930,5.28,PLANTA HIDRÁULICA
25/09/1930,5.28,PLANTA HIDRÁULICA
26/09/1930,5.28,PLANTA HIDRÁULICA
27/09/1930,5.28,PLANTA HIDRÁULICA
28/09/1930,5.28,PLANTA HIDRÁULICA
29/09/1930,5.28,PLANTA HIDRÁULICA
30/09/1930,5.28,PLANTA HIDRÁULICA
1/10/1930,5.28,PLANTA HIDRÁULICA
2/10/1930,5.28,PLANTA HIDRÁULICA
3/10/1930,5.28,PLANTA HIDRÁULICA
4/10/1930,5.28,PLANTA HIDRÁULICA
5/10/1930,5.28,PLANTA HIDRÁULICA
6/10/1930,5.28,PLANTA HIDRÁULICA
7/10/1930,5.28,PLANTA HIDRÁULICA
8/10/1930,5.28,PLANTA HIDRÁULICA
9/10/1930,5.28,PLANTA HIDRÁULICA
10/10/1930,5.28,PLANTA HIDRÁULICA
11/10/1930,5.28,PLANTA HIDRÁULICA
12/10/1930,5.28,PLANTA HIDRÁULICA
13/10/1930,5.28,PLANTA HIDRÁULICA
14/10/1930,5.28,PLANTA HIDRÁULICA
15/10/1930,5.28,PLANTA HIDRÁULICA
16/10/1930,5.28,PLANTA HIDRÁULICA
17/10/1930,5.28,PLANTA HIDRÁULICA
18/10/1930,5.28,PLANTA HIDRÁULICA
19/10/1930,5.28,PLANTA HIDRÁULICA
20/10/1930,5.28,PLANTA HIDRÁULICA
21/10/1930,5.28,PLANTA HIDRÁULICA
22/10/1930,5.28,PLANTA HIDRÁULICA
23/10/1930,5.28,PLANTA HIDRÁULICA
24/10/1930,5.28,PLANTA HIDRÁULICA
25/10/1930,5.28,PLANTA HIDRÁULICA
26/10/1930,5.28,PLANTA HIDRÁULICA
27/10/1930,5.28,PLANTA HIDRÁULICA
28/10/1930,5.28,PLANTA HIDRÁULICA
29/10/1930,5.28,PLANTA HIDRÁULICA
30/10/1930,5.28,PLANTA HIDRÁULICA
31/10/1930,5.28,PLANTA HIDRÁULICA
1/11/1930,5.28,PLANTA HIDRÁULICA
2/11/1930,5.28,PLANTA HIDRÁULICA
3/11/1930,5.28,PLANTA HIDRÁULICA
4/11/1930,5.28,PLANTA HIDRÁULICA
5/11/1930,5.28,PLANTA HIDRÁULICA
6/11/1930,5.28,PLANTA HIDRÁULICA
7/11/1930,5.28,PLANTA HIDRÁULICA
8/11/1930,5.28,PLANTA HIDRÁULICA
9/11/1930,5.28,PLANTA HIDRÁULICA
10/11/1930,5.28,PLANTA HIDRÁULICA
11/11/1930,5.28,PLANTA HIDRÁULICA
12/11/1930,5.28,PLANTA HIDRÁULICA
13/11/1930,5.28,PLANTA HIDRÁULICA
14/11/1930,5.28,PLANTA HIDRÁULICA
15/11/1930,5.28,PLANTA HIDRÁULICA
16/11/1930,5.28,PLANTA HIDRÁULICA
17/11/1930,5.28,PLANTA HIDRÁULICA
18/11/1930,5.28,PLANTA HIDRÁULICA
19/11/1930,5.28,PLANTA HIDRÁULICA
20/11/1930,5.28,PLANTA HIDRÁULICA
21/11/1930,5.28,PLANTA HIDRÁULICA
22/11/1930,5.28,PLANTA HIDRÁULICA
23/11/1930,5.28,PLANTA HIDRÁULICA
24/11/1930,5.28,PLANTA HIDRÁULICA
25/11/1930,5.28,PLANTA HIDRÁULICA
26/11/1930,5.28,PLANTA HIDRÁULICA
27/11/1930,5.28,PLANTA HIDRÁULICA
28/11/1930,5.28,PLANTA HIDRÁULICA
29/11/1930,5.28,PLANTA HIDRÁULICA
30/11/1930,5.28,PLANTA HIDRÁULICA
1/12/1930,5.28,PLANTA HIDRÁULICA
2/12/1930,5.28,PLANTA HIDRÁULICA
3/12/1930,5.28,PLANTA HIDRÁULICA
4/12/1930,5.28,PLANTA HIDRÁULICA
5/12/1930,5.28,PLANTA HIDRÁULICA
6/12/1930,5.28,PLANTA HIDRÁULICA
7/12/1930,5.28,PLANTA HIDRÁULICA
8/12/1930,5.28,PLANTA HIDRÁULICA
9/12/1930,5.28,PLANTA HIDRÁULICA
10/12/1930,5.28,PLANTA HIDRÁULICA
11/12/1930,5.28,PLANTA HIDRÁULICA
12/12/1930,5.28,PLANTA HIDRÁULICA
13/12/1930,5.28,PLANTA HIDRÁULICA
14/12/1930,5.28,PLANTA HIDRÁULICA
15/12/1930,5.28,PLANTA HIDRÁULICA
16/12/1930,5.28,PLANTA HIDRÁULICA
17/12/1930,5.28,PLANTA HIDRÁULICA
18/12/1930,5.28,PLANTA HIDRÁULICA
19/12/1930,5.28,PLANTA HIDRÁULICA
20/12/1930,5.28,PLANTA HIDRÁULICA
21/12/1930,5.28,PLANTA HIDRÁULICA
22/12/1930,5.28,PLANTA HIDRÁULICA
23/12/1930,5.28,PLANTA HIDRÁULICA
24/12/1930,5.28,PLANTA HIDRÁULICA
25/12/1930,5.28,PLANTA HIDRÁULICA
26/12/1930,5.28,PLANTA HIDRÁULICA
27/12/1930,5.28,PLANTA HIDRÁULICA
28/12/1930,5.28,PLANTA HIDRÁULICA
29/12/1930,5.28,PLANTA HIDRÁULICA
30/12/1930,5.28,PLANTA HIDRÁULICA
31/12/1930,5.28,PLANTA HIDRÁULICA
1/01/1931,5.28,PLANTA HIDRÁULICA
2/01/1931,5.28,PLANTA HIDRÁULICA
3/01/1931,5.28,PLANTA HIDRÁULICA
4/01/1931,5.28,PLANTA HIDRÁULICA
5/01/1931,5.28,PLANTA HIDRÁULICA
6/01/1931,5.28,PLANTA HIDRÁULICA
7/01/1931,5.28,PLANTA HIDRÁULICA
8/01/1931,5.28,PLANTA HIDRÁULICA
9/01/1931,5.28,PLANTA HIDRÁULICA
10/01/1931,5.28,PLANTA HIDRÁULICA
11/01/1931,5.28,PLANTA HIDRÁULICA
12/01/1931,5.28,PLANTA HIDRÁULICA
13/01/1931,5.28,PLANTA HIDRÁULICA
14/01/1931,5.28,PLANTA HIDRÁULICA
15/01/1931,5.28,PLANTA HIDRÁULICA
16/01/1931,5.28,PLANTA HIDRÁULICA
17/01/1931,5.28,PLANTA HIDRÁULICA
18/01/1931,5.28,PLANTA HIDRÁULICA
19/01/1931,5.28,PLANTA HIDRÁULICA
20/01/1931,5.28,PLANTA HIDRÁULICA
21/01/1931,5.28,PLANTA HIDRÁULICA
22/01/1931,5.28,PLANTA HIDRÁULICA
23/01/1931,5.28,PLANTA HIDRÁULICA
24/01/1931,5.28,PLANTA HIDRÁULICA
25/01/1931,5.28,PLANTA HIDRÁULICA
26/01/1931,5.28,PLANTA HIDRÁULICA
27/01/1931,5.28,PLANTA HIDRÁULICA
28/01/1931,5.28,PLANTA HIDRÁULICA
29/01/1931,5.28,PLANTA HIDRÁULICA
30/01/1931,5.28,PLANTA HIDRÁULICA
31/01/1931,5.28,PLANTA HIDRÁULICA
1/02/1931,5.28,PLANTA HIDRÁULICA
2/02/1931,5.28,PLANTA HIDRÁULICA
3/02/1931,5.28,PLANTA HIDRÁULICA
4/02/1931,5.28,PLANTA HIDRÁULICA
5/02/1931,5.28,PLANTA HIDRÁULICA
6/02/1931,5.28,PLANTA HIDRÁULICA
7/02/1931,5.28,PLANTA HIDRÁULICA
8/02/1931,5.28,PLANTA HIDRÁULICA
9/02/1931,5.28,PLANTA HIDRÁULICA
10/02/1931,5.28,PLANTA HIDRÁULICA
11/02/1931,5.28,PLANTA HIDRÁULICA
12/02/1931,5.28,PLANTA HIDRÁULICA
13/02/1931,5.28,PLANTA HIDRÁULICA
14/02/1931,5.28,PLANTA HIDRÁULICA
15/02/1931,5.28,PLANTA HIDRÁULICA
16/02/1931,5.28,PLANTA HIDRÁULICA
17/02/1931,5.28,PLANTA HIDRÁULICA
18/02/1931,5.28,PLANTA HIDRÁULICA
19/02/1931,5.28,PLANTA HIDRÁULICA
20/02/1931,5.28,PLANTA HIDRÁULICA
21/02/1931,5.28,PLANTA HIDRÁULICA
22/02/1931,5.28,PLANTA HIDRÁULICA
23/02/1931,5.28,PLANTA HIDRÁULICA
24/02/1931,5.28,PLANTA HIDRÁULICA
25/02/1931,5.28,PLANTA HIDRÁULICA
26/02/1931,5.28,PLANTA HIDRÁULICA
27/02/1931,5.28,PLANTA HIDRÁULICA
28/02/1931,5.28,PLANTA HIDRÁULICA
1/03/1931,5.28,PLANTA HIDRÁULICA
2/03/1931,5.28,PLANTA HIDRÁULICA
3/03/1931,5.28,PLANTA HIDRÁULICA
4/03/1931,5.28,PLANTA HIDRÁULICA
5/03/1931,5.28,PLANTA HIDRÁULICA
